,,REPORTE COTIZACIONES,,,,01/01/2000 - 04/02/2023,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
AGRO,05/11/2018,,"13,25","-2,93","-50,90",,,
AGRO,02/11/2018,,"13,65","1,11","-49,80",,,
AGRO,01/11/2018,,"13,40","1,13","-51,90",,,
AGRO,31/10/2018,,"13,25","-1,12","-52,40",,,
AGRO,30/10/2018,,"13,40","2,29","-50,10",,,
AGRO,29/10/2018,,"13,10","-2,96","-51,30",,,
AGRO,26/10/2018,,"13,50","-1,10","-52,10",,,
AGRO,25/10/2018,,"13,65","1,87","-52,30",,,
AGRO,24/10/2018,,"13,40","0,00","-54,40",,,
AGRO,23/10/2018,,"13,40","0,75","-69,00",,,
AGRO,22/10/2018,,"13,30","0,00","-69,20",,,
AGRO,19/10/2018,,"13,30","-0,75","-67,80",,,
AGRO,18/10/2018,,"13,40","-2,19","-66,30",,,
AGRO,17/10/2018,,"13,70","-1,79","-64,00",,,
AGRO,16/10/2018,,"13,95","-3,12","-63,30",,,
AGRO,12/10/2018,,"14,40","6,67","-63,40",,,
AGRO,11/10/2018,,"13,50","-2,17","-65,00",,,
AGRO,10/10/2018,,"13,80","-2,13","-64,80",,,
AGRO,09/10/2018,,"14,10","-2,42","-61,60",,,
AGRO,08/10/2018,,"14,45","-1,70","-60,60",,,
AGRO,05/10/2018,,"14,70","-4,85","-59,10",,,
AGRO,04/10/2018,,"15,45","-3,44","-57,70",,,
AGRO,03/10/2018,,"16,00","-1,23","-57,20",,,
AGRO,02/10/2018,,"16,20","-2,41","-56,20",,,
AGRO,01/10/2018,,"16,60","0,61","-55,10",,,
AGRO,28/09/2018,,"16,50","-0,30","-54,90",,,
AGRO,27/09/2018,,"16,55","-1,78","-53,20",,,
AGRO,26/09/2018,,"16,85","-1,75","-51,90",,,
AGRO,25/09/2018,,"17,15","4,57","-51,10",,,
AGRO,24/09/2018,,"16,40","3,80","-53,20",,,
AGRO,21/09/2018,,"15,80","-6,51","-56,10",,,
AGRO,20/09/2018,,"16,90","7,64","-53,10",,,
AGRO,19/09/2018,,"15,70","12,95","-58,20",,,
AGRO,18/09/2018,,"13,90","1,83","-63,60",,,
AGRO,17/09/2018,,"13,65","-1,44","-64,30",,,
AGRO,14/09/2018,,"13,85","-1,07","-62,50",,,
AGRO,13/09/2018,,"14,00","1,08","-62,40",,,
AGRO,12/09/2018,,"13,85","-1,07","-63,60",,,
AGRO,11/09/2018,,"14,00","0,72","-64,20",,,
AGRO,10/09/2018,,"13,90","-2,46","-64,50",,,
AGRO,07/09/2018,,"14,25","1,06","-64,20",,,
AGRO,06/09/2018,,"14,10","1,81","-63,50",,,
AGRO,05/09/2018,,"13,85","6,95","-64,40",,,
AGRO,04/09/2018,,"12,95","-3,00","-66,70",,,
AGRO,03/09/2018,,"13,35","-3,96","-65,70",,,
AGRO,31/08/2018,,"13,90","17,80","-64,30",,,
AGRO,30/08/2018,,"11,80","9,26","-69,70",,,
AGRO,29/08/2018,,"10,80","0,47","-72,30",,,
AGRO,28/08/2018,,"10,75","-4,87","-72,40",,,
AGRO,27/08/2018,,"11,30","-2,59","-71,00",,,
AGRO,24/08/2018,,"11,60","-8,66","-70,20",,,
AGRO,23/08/2018,,"12,70","-3,05","-67,40",,,
AGRO,22/08/2018,,"13,10","-2,96","-66,40",,,
AGRO,21/08/2018,,"13,50","-2,17","-65,30",,,
AGRO,17/08/2018,,"13,80","1,47","-64,60",,,
AGRO,16/08/2018,,"13,60","-1,81","-65,10",,,
AGRO,15/08/2018,,"13,85","3,36","-64,40",,,
AGRO,14/08/2018,,"13,40","2,29","-65,60",,,
AGRO,13/08/2018,,"13,10","-6,43","-66,40",,,
AGRO,10/08/2018,,"14,00","-4,76","-64,10",,,
AGRO,09/08/2018,,"14,70","1,03","-62,30",,,
AGRO,08/08/2018,,"14,55","1,75","-62,60",,,
AGRO,07/08/2018,,"14,30","1,78","-63,30",,,
AGRO,06/08/2018,,"14,05","-2,43","-63,90",,,
AGRO,03/08/2018,,"14,40","0,00","-63,00",,,
AGRO,02/08/2018,,"14,40","-2,37","-63,00",,,
AGRO,01/08/2018,,"14,75","1,03","-62,10",,,
AGRO,31/07/2018,,"14,60","2,10","-62,50",,,
AGRO,30/07/2018,,"14,30","1,42","-63,30",,,
AGRO,27/07/2018,,"14,10","-2,08","-63,80",,,
AGRO,26/07/2018,,"14,40","-4,64","-63,00",,,
AGRO,25/07/2018,,"15,10","4,50","-61,20",,,
AGRO,24/07/2018,,"14,45","3,96","-62,90",,,
AGRO,23/07/2018,,"13,90","-1,77","-64,30",,,
AGRO,20/07/2018,,"14,15","2,91","-63,70",,,
AGRO,19/07/2018,,"13,75","-1,79","-64,70",,,
AGRO,18/07/2018,,"14,00","1,82","-64,10",,,
AGRO,17/07/2018,,"13,75","2,23","-64,70",,,
AGRO,16/07/2018,,"13,45","-1,82","-65,50",,,
AGRO,13/07/2018,,"13,70","-1,79","-64,80",,,
AGRO,12/07/2018,,"13,95","-2,79","-64,20",,,
AGRO,11/07/2018,,"14,35","-5,28","-63,20",,,
AGRO,10/07/2018,,"15,15","2,36","-61,10",,,
AGRO,06/07/2018,,"14,80","1,37","-62,00",,,
AGRO,05/07/2018,,"14,60","3,18","-62,50",,,
AGRO,04/07/2018,,"14,15","2,54","-63,70",,,
AGRO,03/07/2018,,"13,80","5,34","-64,60",,,
AGRO,02/07/2018,,"13,10","-7,09","-66,40",,,
AGRO,29/06/2018,,"14,30","-10,62","-63,30",,,
AGRO,28/06/2018,,"16,00","-1,84","-58,90",,,
AGRO,27/06/2018,,"16,30","-10,93","-58,20",,,
AGRO,26/06/2018,,"18,30","0,00","-53,00",,,
AGRO,25/06/2018,,"18,20","-4,71","-53,30",,,
AGRO,22/06/2018,,"19,10","-1,55","-51,00",,,
AGRO,21/06/2018,,"19,40","10,54","-50,20",,,
AGRO,19/06/2018,,"17,45","10,44","-55,20",,,
AGRO,18/06/2018,,"16,00","-5,88","-58,90",,,
AGRO,15/06/2018,,"17,00","1,80","-56,40",,,
AGRO,14/06/2018,,"17,00","-3,68","-56,40",,,
AGRO,13/06/2018,,"17,70","-6,84","-54,60",,,
AGRO,12/06/2018,,"19,15","4,08","-50,80",,,
AGRO,11/06/2018,,"18,35","10,88","-52,90",,,
AGRO,08/06/2018,,"16,60","4,73","-57,40",,,
AGRO,07/06/2018,,"15,80","1,28","-59,40",,,
AGRO,06/06/2018,,"15,70","5,72","-59,70",,,
AGRO,05/06/2018,,"14,85","8,00","-61,90",,,
AGRO,04/06/2018,,"13,90","-0,71","-64,30",,,
AGRO,01/06/2018,,"14,00","-1,41","-64,10",,,
AGRO,31/05/2018,,"14,20","3,65","-63,50",,,
AGRO,30/05/2018,,"13,60","3,03","-65,10",,,
AGRO,29/05/2018,,"13,25","-8,30","-66,00",,,
AGRO,28/05/2018,,"14,45","-3,34","-62,90",,,
AGRO,24/05/2018,,"14,95","-3,86","-61,60",,,
AGRO,23/05/2018,,"16,15","-3,58","-58,50",,,
AGRO,22/05/2018,,"16,70","3,41","-57,10",,,
AGRO,21/05/2018,,"16,00","4,92","-58,90",,,
AGRO,18/05/2018,,"15,25","2,35","-60,80",,,
AGRO,17/05/2018,,"14,95","3,46","-61,60",,,
AGRO,16/05/2018,,"14,55","5,05","-62,60",,,
AGRO,15/05/2018,,"14,00","-3,45","-64,10",,,
AGRO,14/05/2018,,"14,50","-4,29","-62,80",,,
AGRO,11/05/2018,,"15,25","3,39","-60,80",,,
AGRO,10/05/2018,,"14,80","17,46","-62,00",,,
AGRO,09/05/2018,,"12,70","9,96","-67,40",,,
AGRO,08/05/2018,,"11,65","-11,41","-70,10",,,
AGRO,07/05/2018,,"13,20","-5,71","-66,10",,,
AGRO,04/05/2018,,"14,00","-3,45","-64,10",,,
AGRO,03/05/2018,,"14,70","-3,61","-62,30",,,
AGRO,02/05/2018,,"15,50","-0,96","-60,20",,,
AGRO,27/04/2018,,"15,65","4,33","-59,80",,,
AGRO,26/04/2018,,"14,90","-3,56","-61,70",,,
AGRO,25/04/2018,,"15,20","-3,80","-61,00",,,
AGRO,24/04/2018,,"15,70","-2,18","-59,70",,,
AGRO,23/04/2018,,"16,15","-1,22","-58,50",,,
AGRO,20/04/2018,,"16,45","2,17","-57,80",,,
AGRO,19/04/2018,,"16,15","0,00","-58,50",,,
AGRO,18/04/2018,,"16,15","2,22","-58,50",,,
AGRO,17/04/2018,,"15,80","-1,25","-59,40",,,
AGRO,16/04/2018,,"16,10","-3,88","-58,70",,,
AGRO,13/04/2018,,"16,65","-1,77","-57,30",,,
AGRO,12/04/2018,,"17,00","1,19","-56,40",,,
AGRO,11/04/2018,,"16,75","-4,01","-57,00",,,
AGRO,10/04/2018,,"17,45","1,75","-55,20",,,
AGRO,09/04/2018,,"17,20","7,50","-55,80",,,
AGRO,06/04/2018,,"16,30","3,82","-58,20",,,
AGRO,05/04/2018,,"15,80","3,61","-59,40",,,
AGRO,04/04/2018,,"15,15","-3,19","-61,10",,,
AGRO,03/04/2018,,"15,85","-1,25","-59,30",,,
AGRO,28/03/2018,,"16,00","-2,14","-58,90",,,
AGRO,27/03/2018,,"16,40","-0,30","-57,90",,,
AGRO,26/03/2018,,"16,50","0,61","-57,60",,,
AGRO,23/03/2018,,"16,65","-1,19","-57,30",,,
AGRO,22/03/2018,,"16,85","-3,71","-56,70",,,
AGRO,21/03/2018,,"17,45","0,00","-55,20",,,
AGRO,20/03/2018,,"17,60","2,62","-54,80",,,
AGRO,19/03/2018,,"17,20","-3,91","-55,80",,,
AGRO,16/03/2018,,"17,90","-1,38","-54,10",,,
AGRO,15/03/2018,,"18,10","-2,69","-53,50",,,
AGRO,14/03/2018,,"18,60","-3,63","-52,30",,,
AGRO,13/03/2018,,"19,35","6,91","-50,30",,,
AGRO,12/03/2018,,"18,10","-5,48","-53,50",,,
AGRO,09/03/2018,,"19,20","-3,52","-50,70",,,
AGRO,08/03/2018,,"19,90","1,53","-48,90",,,
AGRO,07/03/2018,,"19,65","0,51","-49,60",,,
AGRO,06/03/2018,,"19,50","1,30","-50,00",,,
AGRO,05/03/2018,,"19,30","-4,22","-50,50",,,
AGRO,02/03/2018,,"20,15","-0,25","-48,30",,,
AGRO,01/03/2018,,"20,15","-3,59","-48,30",,,
AGRO,28/02/2018,,"21,00","-1,18","-46,10",,,
AGRO,27/02/2018,,"21,30","-3,62","-45,30",,,
AGRO,26/02/2018,,"22,15","1,61","-43,20",,,
AGRO,23/02/2018,,"21,75","-2,03","-44,20",,,
AGRO,22/02/2018,,"22,20","-0,67","-43,00",,,
AGRO,21/02/2018,,"22,45","0,67","-42,40",,,
AGRO,20/02/2018,,"22,20","-1,55","-43,00",,,
AGRO,19/02/2018,,"22,70","2,25","-41,70",,,
AGRO,16/02/2018,,"22,20","-1,33","-43,00",,,
AGRO,15/02/2018,,"22,55","-1,31","-42,10",,,
AGRO,14/02/2018,,"22,80","1,33","-41,50",,,
AGRO,09/02/2018,,"22,50","-1,75","-42,30",,,
AGRO,08/02/2018,,"22,90","-0,43","-41,20",,,
AGRO,07/02/2018,,"23,00","-1,71","-41,00",,,
AGRO,06/02/2018,,"23,40","1,52","-40,00",,,
AGRO,05/02/2018,,"23,05","-5,92","-40,80",,,
AGRO,02/02/2018,,"24,50","-3,92","-37,10",,,
AGRO,01/02/2018,,"25,50","-3,77","-34,60",,,
AGRO,31/01/2018,,"26,35","2,93","-32,40",,,
AGRO,30/01/2018,,"25,40","-0,78","-34,80",,,
AGRO,29/01/2018,,"25,60","-0,19","-34,30",,,
AGRO,26/01/2018,,"25,65","0,39","-34,20",,,
AGRO,25/01/2018,,"25,40","-0,59","-34,80",,,
AGRO,24/01/2018,,"25,70","6,64","-34,10",,,
AGRO,23/01/2018,,"24,40","2,31","-37,40",,,
AGRO,22/01/2018,,"23,85","0,42","-38,80",,,
AGRO,19/01/2018,,"23,95","-1,44","-38,50",,,
AGRO,18/01/2018,,"24,40","5,40","-37,40",,,
AGRO,17/01/2018,,"23,00","-0,43","-41,00",,,
AGRO,16/01/2018,,"23,20","-0,22","-40,50",,,
AGRO,15/01/2018,,"23,25","0,87","-40,30",,,
AGRO,12/01/2018,,"23,10","-0,22","-40,70",,,
AGRO,11/01/2018,,"23,10","-2,53","-40,70",,,
AGRO,10/01/2018,,"23,75","-0,42","-39,10",,,
AGRO,09/01/2018,,"23,90","-3,43","-38,70",,,
AGRO,08/01/2018,,"24,70","-4,08","-36,60",,,
AGRO,05/01/2018,,"25,80","-0,19","-33,80",,,
AGRO,04/01/2018,,"25,90","2,57","-33,50",,,
AGRO,03/01/2018,,"25,30","3,06","-35,10",,,
AGRO,02/01/2018,,"24,75","5,32","-36,50",,,
AGRO,29/12/2017,,"23,50","2,40","-39,70",,,
AGRO,28/12/2017,,"23,00","2,45","-41,00",,,
AGRO,27/12/2017,,"22,40","-1,97","-42,50",,,
AGRO,26/12/2017,,"22,85","-2,14","-41,40",,,
AGRO,22/12/2017,,"23,10","4,76","-40,70",,,
AGRO,21/12/2017,,"22,20","3,74","-43,00",,,
AGRO,20/12/2017,,"21,40","1,42","-45,10",,,
AGRO,19/12/2017,,"21,00","0,00","-46,10",,,
AGRO,18/12/2017,,"21,30","-1,84","-45,30",,,
AGRO,15/12/2017,,"21,60","-2,26","-44,60",,,
AGRO,14/12/2017,,"22,05","-2,22","-43,40",,,
AGRO,13/12/2017,,"22,50","-4,05","-42,30",,,
AGRO,12/12/2017,,"23,45","-1,47","-39,80",,,
AGRO,11/12/2017,,"23,90","2,14","-38,70",,,
AGRO,07/12/2017,,"23,10","0,65","-40,70",,,
AGRO,06/12/2017,,"23,00","-3,97","-41,00",,,
AGRO,05/12/2017,,"24,00","-3,03","-38,40",,,
AGRO,04/12/2017,,"24,70","2,92","-36,60",,,
AGRO,01/12/2017,,"24,40","6,09","-37,40",,,
AGRO,30/11/2017,,"23,20","-0,22","-40,50",,,
AGRO,29/11/2017,,"23,50","3,52","-39,70",,,
AGRO,28/11/2017,,"22,75","-1,94","-41,60",,,
AGRO,27/11/2017,,"23,20","-0,64","-40,50",,,
AGRO,24/11/2017,,"23,30","0,43","-40,20",,,
AGRO,23/11/2017,,"23,40","-0,21","-40,00",,,
AGRO,22/11/2017,,"23,40","-3,51","-40,00",,,
AGRO,21/11/2017,,"24,40","-2,40","-37,40",,,
AGRO,17/11/2017,,"25,00","-0,60","-35,80",,,
AGRO,16/11/2017,,"25,15","1,62","-35,50",,,
AGRO,15/11/2017,,"24,75","5,32","-36,50",,,
AGRO,14/11/2017,,"23,50","-6,00","-39,70",,,
AGRO,13/11/2017,,"25,10","-2,71","-35,60",,,
AGRO,10/11/2017,,"26,10","-0,19","-33,00",,,
AGRO,09/11/2017,,"26,05","-1,33","-33,20",,,
AGRO,08/11/2017,,"26,50","-1,85","-32,00",,,
AGRO,07/11/2017,,"27,00","0,00","-30,70",,,
AGRO,03/11/2017,,"27,00","-0,92","-30,70",,,
AGRO,02/11/2017,,"27,20","-2,86","-30,20",,,
AGRO,01/11/2017,,"27,90","0,18","-28,40",,,
AGRO,31/10/2017,,"27,85","3,53","-28,50",,,
AGRO,30/10/2017,,"26,90","-2,36","-31,00",,,
AGRO,27/10/2017,,"27,70","-1,77","-28,90",,,
AGRO,26/10/2017,,"28,20","-1,40","-27,60",,,
AGRO,25/10/2017,,"28,65","-2,22","-26,50",,,
AGRO,24/10/2017,,"29,40","6,34","-24,60",,,
AGRO,23/10/2017,,"43,30","5,74","11,10",,,
AGRO,20/10/2017,,"40,95","-1,09","5,00",,,
AGRO,19/10/2017,,"41,35","4,29","6,10",,,
AGRO,18/10/2017,,"39,80","3,65","2,10",,,
AGRO,17/10/2017,,"38,10","-4,27","-2,30",,,
AGRO,13/10/2017,,"39,80","1,02","2,10",,,
AGRO,12/10/2017,,"39,35","1,94","0,90",,,
AGRO,11/10/2017,,"38,65","-1,90","-0,80",,,
AGRO,10/10/2017,,"39,30","6,36","0,80",,,
AGRO,09/10/2017,,"36,75","3,23","-5,70",,,
AGRO,06/10/2017,,"35,55","-1,25","-8,80",,,
AGRO,05/10/2017,,"35,95","-2,04","-7,80",,,
AGRO,04/10/2017,,"36,60","-2,40","-6,10",,,
AGRO,03/10/2017,,"37,40","1,22","-4,10",,,
AGRO,02/10/2017,,"37,00","-1,07","-5,10",,,
AGRO,29/09/2017,,"37,00","1,09","-5,10",,,
AGRO,28/09/2017,,"36,65","3,68","-6,00",,,
AGRO,27/09/2017,,"35,40","1,14","-9,20",,,
AGRO,26/09/2017,,"35,10","0,29","-10,00",,,
AGRO,25/09/2017,,"35,10","-1,96","-10,00",,,
AGRO,22/09/2017,,"35,85","-0,55","-8,00",,,
AGRO,21/09/2017,,"36,00","-0,55","-7,60",,,
AGRO,20/09/2017,,"36,05","-2,83","-7,50",,,
AGRO,19/09/2017,,"37,60","-1,31","-3,50",,,
AGRO,18/09/2017,,"38,25","4,94","-1,90",,,
AGRO,15/09/2017,,"36,35","-1,62","-6,70",,,
AGRO,14/09/2017,,"37,00","-0,94","-5,10",,,
AGRO,13/09/2017,,"37,25","-2,10","-4,40",,,
AGRO,12/09/2017,,"38,10","-2,43","-2,30",,,
AGRO,11/09/2017,,"39,20","-1,26","0,60",,,
AGRO,08/09/2017,,"39,80","0,00","2,10",,,
AGRO,07/09/2017,,"39,85","2,71","2,20",,,
AGRO,06/09/2017,,"38,70","-0,51","-0,70",,,
AGRO,05/09/2017,,"39,00","-0,51","140,00",,,
AGRO,04/09/2017,,"39,60","0,00","143,70",,,
AGRO,01/09/2017,,"39,60","0,76","143,70",,,
AGRO,31/08/2017,,"39,30","0,00","141,90",,,
AGRO,30/08/2017,,"39,30","1,29","143,40",,,
AGRO,29/08/2017,,"39,00","-0,76","137,10",,,
AGRO,28/08/2017,,"39,85","-2,33","142,30",,,
AGRO,25/08/2017,,"40,80","-0,61","152,70",,,
AGRO,24/08/2017,,"41,00","0,24","158,70",,,
AGRO,23/08/2017,,"41,00","5,13","153,90",,,
AGRO,22/08/2017,,"38,90","-1,64","141,70",,,
AGRO,18/08/2017,,"39,60","-2,82","140,00",,,
AGRO,17/08/2017,,"40,50","-1,46","150,00",,,
AGRO,16/08/2017,,"41,10","-0,36","158,50",,,
AGRO,15/08/2017,,"41,45","7,80","160,70",,,
AGRO,14/08/2017,,"38,50","12,74","142,20",,,
AGRO,11/08/2017,,"34,10","5,25","105,50",,,
AGRO,10/08/2017,,"32,40","4,01","103,20",,,
AGRO,09/08/2017,,"31,25","-3,99","91,80",,,
AGRO,08/08/2017,,"32,65","-1,66","97,30",,,
AGRO,07/08/2017,,"33,30","-5,40","101,30",,,
AGRO,04/08/2017,,"35,50","-0,70","110,10",,,
AGRO,03/08/2017,,"35,85","-0,97","118,60",,,
AGRO,02/08/2017,,"36,30","2,11","138,90",,,
AGRO,01/08/2017,,"35,60","1,86","121,20",,,
AGRO,31/07/2017,,"34,95","6,39","117,10",,,
AGRO,28/07/2017,,"32,80","2,02","95,90",,,
AGRO,27/07/2017,,"32,05","-1,38","83,70",,,
AGRO,26/07/2017,,"32,50","-0,15","84,20",,,
AGRO,25/07/2017,,"32,40","-3,57","95,20",,,
AGRO,24/07/2017,,"33,50","-5,23","101,90",,,
AGRO,21/07/2017,,"35,50","0,71","113,30",,,
AGRO,20/07/2017,,"35,25","0,00","101,50",,,
AGRO,19/07/2017,,"35,25","2,03","101,50",,,
AGRO,18/07/2017,,"34,70","-1,42","109,10",,,
AGRO,17/07/2017,,"35,40","-4,06","113,30",,,
AGRO,14/07/2017,,"37,00","-3,39","176,20",,,
AGRO,13/07/2017,,"38,30","-2,54","196,90",,,
AGRO,12/07/2017,,"39,10","-0,64","220,50",,,
AGRO,11/07/2017,,"39,45","3,41","228,80",,,
AGRO,10/07/2017,,"38,20","-2,68","218,40",,,
AGRO,07/07/2017,,"39,30","-2,72","257,30",,,
AGRO,06/07/2017,,"40,35","-3,81","291,80",,,
AGRO,05/07/2017,,"41,90","-3,79","310,80",,,
AGRO,04/07/2017,,"43,60","0,81","317,30",,,
AGRO,03/07/2017,,"43,40","2,48","315,40",,,
AGRO,30/06/2017,,"42,40","2,91","372,70",,,
AGRO,29/06/2017,,"41,20","1,85","358,80",,,
AGRO,28/06/2017,,"40,45","2,41","366,60",,,
AGRO,27/06/2017,,"39,50","2,07","384,70",,,
AGRO,26/06/2017,,"38,70","0,26","374,90",,,
AGRO,23/06/2017,,"38,60","-2,28","359,60",,,
AGRO,22/06/2017,,"39,50","0,38","373,10",,,
AGRO,21/06/2017,,"39,35","-7,95","391,90",,,
AGRO,19/06/2017,,"42,75","4,27","434,40",,,
AGRO,16/06/2017,,"41,00","1,74","419,00",,,
AGRO,15/06/2017,,"40,30","-3,12","410,20",,,
AGRO,14/06/2017,,"41,60","-1,54","430,00",,,
AGRO,13/06/2017,,"42,25","4,84","428,20",,,
AGRO,12/06/2017,,"40,30","-7,57","403,80",,,
AGRO,09/06/2017,,"43,60","-3,86","451,90",,,
AGRO,08/06/2017,,"45,35","-3,51","477,80",,,
AGRO,07/06/2017,,"47,00","-0,84","501,10",,,
AGRO,06/06/2017,,"47,40","-0,84","500,00",,,
AGRO,05/06/2017,,"47,80","0,84","505,10",,,
AGRO,02/06/2017,,"47,40","-1,25","507,70",,,
AGRO,01/06/2017,,"48,00","1,05","523,40",,,
AGRO,31/05/2017,,"47,50","0,74","509,00",,,
AGRO,30/05/2017,,"47,15","1,07","476,50",,,
AGRO,29/05/2017,,"46,65","-2,20","470,30",,,
AGRO,26/05/2017,,"47,70","-1,65","519,50",,,
AGRO,24/05/2017,,"48,50","0,62","529,90",,,
AGRO,23/05/2017,,"48,20","-0,10","526,00",,,
AGRO,22/05/2017,,"48,25","-1,73","526,70",,,
AGRO,19/05/2017,,"49,10","3,15","529,50",,,
AGRO,18/05/2017,,"47,60","-2,96","495,00",,,
AGRO,17/05/2017,,"49,05","2,51","505,60",,,
AGRO,16/05/2017,,"47,85","4,02","505,70",,,
AGRO,15/05/2017,,"46,00","0,00","482,30",,,
AGRO,12/05/2017,,"46,00","-2,02","489,80",,,
AGRO,11/05/2017,,"46,95","1,51","492,90",,,
AGRO,10/05/2017,,"46,25","1,43","489,20",,,
AGRO,09/05/2017,,"45,60","3,17","478,00",,,
AGRO,08/05/2017,,"44,20","0,45","460,30",,,
AGRO,05/05/2017,,"44,00","6,02","464,20",,,
AGRO,04/05/2017,,"41,50","-0,24","418,80",,,
AGRO,03/05/2017,,"41,60","-0,48","436,80",,,
AGRO,02/05/2017,,"41,80","-1,65","422,50",,,
AGRO,28/04/2017,,"42,50","-0,82","413,30",,,
AGRO,27/04/2017,,"42,85","-0,35","419,40",,,
AGRO,26/04/2017,,"43,00","-1,94","459,20",,,
AGRO,25/04/2017,,"43,85","0,92","484,70",,,
AGRO,24/04/2017,,"43,45","5,98","479,40",,,
AGRO,21/04/2017,,"41,00","4,73","440,90",,,
AGRO,20/04/2017,,"39,15","3,03","407,20",,,
AGRO,19/04/2017,,"38,00","-1,30","387,90",,,
AGRO,18/04/2017,,"38,50","-0,26","400,00",,,
AGRO,17/04/2017,,"38,60","1,58","401,30",,,
AGRO,12/04/2017,,"38,00","-1,55","387,20",,,
AGRO,11/04/2017,,"38,60","-1,03","394,90",,,
AGRO,10/04/2017,,"39,00","0,00","400,00",,,
AGRO,07/04/2017,,"39,00","-0,26","427,10",,,
AGRO,06/04/2017,,"39,10","-1,76","414,50",,,
AGRO,05/04/2017,,"39,80","1,40","423,70",,,
AGRO,04/04/2017,,"39,25","3,29","396,90",,,
AGRO,03/04/2017,,"38,00","6,44","381,10",,,
AGRO,31/03/2017,,"35,70","-4,93","330,20",,,
AGRO,30/03/2017,,"37,55","-3,47","362,50",,,
AGRO,29/03/2017,,"38,90","-2,75","425,70",,,
AGRO,28/03/2017,,"40,00","0,63","448,00",,,
AGRO,27/03/2017,,"39,75","0,63","444,60",,,
AGRO,23/03/2017,,"39,50","-0,25","464,30",,,
AGRO,22/03/2017,,"39,60","2,86","457,80",,,
AGRO,21/03/2017,,"38,50","0,13","427,40",,,
AGRO,20/03/2017,,"38,45","5,05","426,80",,,
AGRO,17/03/2017,,"36,60","-1,74","401,40",,,
AGRO,16/03/2017,,"37,25","-1,97","403,40",,,
AGRO,15/03/2017,,"38,00","0,40","427,80",,,
AGRO,14/03/2017,,"37,85","-1,69","418,50",,,
AGRO,13/03/2017,,"38,50","4,90","427,40",,,
AGRO,10/03/2017,,"36,70","-0,41","386,10",,,
AGRO,09/03/2017,,"36,85","0,68","392,00",,,
AGRO,08/03/2017,,"36,60","6,09","412,70",,,
AGRO,07/03/2017,,"34,50","1,92","386,00",,,
AGRO,06/03/2017,,"33,85","4,31","376,80",,,
AGRO,03/03/2017,,"32,45","4,17","326,50",,,
AGRO,02/03/2017,,"31,15","0,48","294,40",,,
AGRO,01/03/2017,,"31,00","-4,62","297,50",,,
AGRO,24/02/2017,,"32,50","-2,99","359,10",,,
AGRO,23/02/2017,,"33,50","0,00","375,20",,,
AGRO,22/02/2017,,"33,50","-2,62","378,60",,,
AGRO,21/02/2017,,"34,40","0,44","388,00",,,
AGRO,20/02/2017,,"34,25","4,10","385,90",,,
AGRO,17/02/2017,,"32,60","2,19","387,30",,,
AGRO,16/02/2017,,"31,90","2,57","363,00",,,
AGRO,15/02/2017,,"31,10","-1,58","374,90",,,
AGRO,14/02/2017,,"31,60","1,28","364,80",,,
AGRO,13/02/2017,,"31,20","4,00","358,90",,,
AGRO,10/02/2017,,"30,00","4,90","351,20",,,
AGRO,09/02/2017,,"28,60","1,42","323,80",,,
AGRO,08/02/2017,,"28,20","0,18","317,80",,,
AGRO,07/02/2017,,"28,15","-0,53","317,10",,,
AGRO,06/02/2017,,"28,30","1,07","319,30",,,
AGRO,03/02/2017,,"28,00","1,08","306,40",,,
AGRO,02/02/2017,,"27,70","-1,42","317,80",,,
AGRO,01/02/2017,,"28,10","2,93","329,10",,,
AGRO,31/01/2017,,"27,30","1,11","296,90",,,
AGRO,30/01/2017,,"27,00","-2,88","292,50",,,
AGRO,27/01/2017,,"27,80","1,28","307,70",,,
AGRO,26/01/2017,,"27,45","-0,54","295,00",,,
AGRO,25/01/2017,,"27,60","1,47","331,30",,,
AGRO,24/01/2017,,"27,20","-4,06","346,00",,,
AGRO,23/01/2017,,"28,35","1,80","364,80",,,
AGRO,20/01/2017,,"27,85","5,69","406,40",,,
AGRO,19/01/2017,,"26,35","-1,68","388,00",,,
AGRO,18/01/2017,,"26,80","-2,90","374,40",,,
AGRO,17/01/2017,,"27,60","-2,13","406,50",,,
AGRO,16/01/2017,,"28,20","-0,53","417,50",,,
AGRO,13/01/2017,,"28,35","3,66","357,30",,,
AGRO,12/01/2017,,"27,35","1,86","327,40",,,
AGRO,11/01/2017,,"26,85","-4,28","298,40",,,
AGRO,10/01/2017,,"28,05","2,00","286,90",,,
AGRO,09/01/2017,,"27,50","1,85","279,40",,,
AGRO,06/01/2017,,"27,00","0,19","259,10",,,
AGRO,05/01/2017,,"26,95","0,19","250,50",,,
AGRO,04/01/2017,,"26,90","-0,37","250,30",,,
AGRO,03/01/2017,,"27,00","-3,23","272,50",,,
AGRO,02/01/2017,,"27,90","3,33","284,90",,,
AGRO,29/12/2016,,"27,00","9,76","264,90",,,
AGRO,28/12/2016,,"24,60","6,03","215,40",,,
AGRO,27/12/2016,,"23,20","1,75","197,50",,,
AGRO,26/12/2016,,"22,80","-2,36","192,40",,,
AGRO,23/12/2016,,"23,35","1,52","199,40",,,
AGRO,22/12/2016,,"23,00","4,07","182,30",,,
AGRO,21/12/2016,,"22,05","6,27","161,00",,,
AGRO,20/12/2016,,"20,75","-0,72","144,50",,,
